Id,Category
1016,9
1017,9
1018,9
1019,9
1020,5
1021,9
1022,9
1023,2
1024,9
1025,5
1026,9
1027,9
1028,9
1029,5
1030,9
1031,9
1032,9
1033,9
1034,3
1035,9
1036,9
1037,9
1038,9
1039,9
1040,9
1041,2
1042,2
1043,9
1044,2
1045,9
1046,9
1047,9
1048,9
1049,9
1050,9
1051,9
1052,9
1053,9
1054,9
1055,9
1056,9
1057,5
1058,3
1059,9
1060,5
1061,9
1062,5
1063,9
1064,10
1065,5
1066,9
1067,9
1068,9
1069,9
1070,2
1071,9
1072,9
1073,9
1074,5
1075,9
1076,9
1077,5
1078,9
1079,5
1080,9
1081,5
1082,9
1083,9
1084,5
1085,2
1086,9
1087,9
1088,9
1089,9
1090,9
1091,5
1092,2
1093,9
1094,9
1095,5
1096,2
1097,3
1098,9
1099,9
1100,3
1101,3
1102,5
1103,9
1104,9
1105,2
1106,3
1107,9
1108,9
1109,2
1110,5
1111,9
1112,5
1113,5
1114,9
1115,9
1116,9
1117,2
1118,9
1119,9
1120,9
1121,9
1122,9
1123,9
1124,9
1125,3
1126,9
1127,3
1128,9
1129,9
1130,9
1131,9
1132,2
1133,9
1134,9
1135,5
1136,9
1137,9
1138,9
1139,9
1140,2
1141,3
1142,9
1143,5
1144,5
1145,9
1146,9
1147,9
1148,2
1149,9
1150,9
1151,9
1152,9
1153,9
1154,2
1155,9
1156,5
1157,9
1158,9
1159,3
1160,9
1161,9
1162,9
1163,9
1164,9
1165,5
1166,2
1167,5
1168,9
1169,5
1170,9
1171,9
1172,9
1173,2
1174,9
1175,2
1176,10
1177,9
1178,9
1179,9
1180,9
1181,5
1182,5
1183,9
1184,5
1185,9
1186,9
1187,2
1188,5
1189,9
1190,2
1191,5
1192,5
1193,5
1194,9
1195,3
1196,9
1197,9
1198,9
1199,9
1200,2
1201,9
1202,9
1203,9
1204,2
1205,5
1206,9
1207,9
1208,5
1209,9
1210,3
1211,5
1212,5
1213,2
1214,5
1215,9
1216,9
1217,9
1218,9
1219,3
1220,9
1221,5
1222,9
1223,3
1224,9
1225,9
1226,9
1227,9
1228,3
1229,9
1230,5
1231,9
1232,9
1233,5
1234,5
1235,9
1236,9
1237,9
1238,9
1239,9
1240,9
1241,9
1242,5
1243,3
1244,9
1245,9
1246,9
1247,5
1248,9
1249,5
1250,9
1251,9
1252,9
1253,9
1254,9
1255,9
1256,9
1257,9
1258,5
1259,3
1260,2
1261,2
1262,5
1263,9
1264,9
1265,3
1266,5
1267,10
1268,2
1269,3
1270,9
1271,9
1272,9
1273,9
1274,3
1275,3
1276,9
1277,9
1278,9
1279,9
1280,9
1281,3
1282,2
1283,5
1284,3
1285,5
1286,9
1287,9
1288,10
1289,9
1290,5
1291,5
1292,5
1293,2
1294,9
1295,9
1296,2
1297,5
1298,3
1299,9
1300,9
1301,9
1302,5
1303,5
1304,9
1305,5
1306,5
1307,9
1308,2
1309,9
1310,9
1311,9
1312,2
1313,9
1314,9
1315,3
1316,9
1317,5
1318,5
1319,10
1320,9
1321,9
1322,9
1323,9
1324,9
1325,5
1326,9
1327,9
1328,9
1329,9
1330,9
1331,9
1332,3
1333,3
1334,5
1335,9
1336,2
1337,9
1338,9
1339,2
1340,5
1341,9
1342,9
1343,3
1344,9
1345,10
1346,9
1347,9
1348,3
1349,9
1350,9
1351,5
1352,5
1353,2
1354,9
1355,9
1356,9
1357,9
1358,2
1359,9
1360,9
1361,9
1362,5
1363,9
1364,9
1365,9
1366,9
1367,5
1368,5
1369,9
1370,5
1371,9
1372,9
1373,2
1374,5
1375,9
1376,9
1377,9
1378,9
1379,9
1380,9
1381,9
1382,9
1383,9
1384,5
1385,9
1386,9
1387,9
1388,9
1389,9
1390,5
1391,9
1392,2
1393,5
1394,2
1395,5
1396,9
1397,2
1398,5
1399,5
1400,2
1401,9
1402,9
1403,5
1404,9
1405,5
1406,9
1407,9
1408,5
1409,2
1410,9
1411,9
1412,9
1413,2
1414,2
1415,5
1416,9
1417,9
1418,9
1419,9
1420,9
1421,9
1422,9
1423,3
1424,9
1425,2
1426,9
1427,9
1428,5
1429,2
1430,9
1431,9
1432,2
1433,9
1434,5
1435,9
1436,5
1437,2
1438,5
1439,5
1440,9
1441,3
1442,5
1443,2
1444,10
1445,2
1446,2
1447,9
1448,9
1449,5
1450,9
1451,9
1452,9
1453,9
1454,9
1455,9
1456,9
1457,9
1458,9
1459,9
1460,5
1461,9
1462,3
1463,2
1464,9
1465,9
1466,2
1467,9
1468,3
1469,9
1470,2
1471,3
1472,5
1473,5
1474,9
1475,9
1476,9
1477,5
1478,5
1479,9
1480,3
1481,5
1482,5
1483,9
1484,9
1485,2
1486,9
1487,9
1488,9
1489,9
1490,3
1491,2
1492,5
1493,9
1494,2
1495,9
1496,3
1497,9
1498,9
1499,9
1500,9
1501,3
1502,2
1503,9
1504,9
1505,5
1506,5
1507,9
1508,2
1509,9
1510,9
1511,9
1512,9
1513,3
1514,5
1515,9
1516,9
1517,9
1518,9
1519,9
1520,2
1521,2
1522,9
1523,5
1524,9
1525,5
1526,9
1527,9
1528,9
1529,9
1530,9
1531,2
1532,9
1533,9
1534,9
1535,9
1536,9
1537,5
1538,9
1539,9
1540,9
1541,9
1542,9
1543,9
1544,9
1545,2
1546,2
1547,9
1548,9
1549,5
1550,5
1551,2
1552,9
1553,9
1554,9
1555,9
1556,9
1557,5
1558,9
1559,9
1560,9
1561,9
1562,9
1563,9
1564,2
1565,9
1566,5
1567,3
1568,2
1569,5
1570,9
1571,5
1572,9
1573,2
1574,9
1575,9
1576,2
1577,3
1578,9
1579,9
1580,9
1581,9
1582,9
1583,9
1584,9
1585,9
1586,9
1587,5
1588,5
1589,9
1590,2
1591,9
1592,5
1593,2
1594,9
1595,9
1596,5
1597,9
1598,9
1599,9
1600,2
1601,9
1602,5
1603,9
1604,5
1605,9
1606,9
1607,9
1608,9
1609,2
1610,9
1611,2
1612,9
1613,9
1614,9
1615,9
1616,9
1617,5
1618,9
1619,2
1620,9
1621,9
1622,2
1623,2
1624,2
1625,2
1626,9
1627,2
1628,9
1629,3
1630,9
1631,2
1632,2
1633,9
1634,9
1635,9
1636,9
1637,9
1638,9
1639,3
1640,5
1641,9
1642,5
1643,9
1644,9
1645,5
1646,3
1647,9
1648,5
1649,9
1650,9
1651,2
1652,5
1653,3
1654,9
1655,9
1656,3
1657,9
1658,5
1659,3
1660,9
1661,9
1662,3
1663,5
1664,9
1665,9
1666,9
1667,9
1668,3
1669,9
1670,9
1671,9
1672,9
1673,2
1674,3
1675,9
1676,9
1677,9
1678,9
1679,9
1680,9
1681,9
1682,5
1683,9
1684,5
1685,9
1686,2
1687,9
1688,3
1689,9
1690,5
1691,5
1692,5
1693,9
1694,5
1695,9
1696,5
1697,9
1698,3
1699,5
1700,9
1701,9
1702,9
1703,9
1704,9
1705,9
1706,9
1707,10
1708,9
1709,9
1710,9
1711,5
1712,5
1713,9
1714,2
1715,2
1716,9
1717,9
1718,9
1719,5
1720,3
1721,9
1722,9
1723,9
1724,9
1725,2
1726,9
1727,9
1728,3
1729,5
1730,3
1731,5
1732,9
1733,5
1734,2
1735,9
1736,3
1737,9
1738,9
1739,9
1740,5
1741,9
1742,2
1743,2
1744,9
1745,3
1746,2
1747,9
1748,9
1749,9
1750,9
1751,5
1752,2
1753,9
1754,9
1755,5
1756,9
1757,9
1758,9
1759,9
1760,9
1761,9
1762,9
1763,9
1764,3
1765,9
1766,9
1767,5
1768,9
1769,5
1770,5
1771,5
1772,9
1773,9
1774,9
1775,5
1776,9
1777,5
1778,3
1779,5
1780,9
1781,2
1782,9
1783,5
1784,9
1785,9
1786,9
1787,9
1788,9
1789,5
1790,9
1791,9
1792,9
1793,9
1794,5
1795,3
1796,2
1797,9
1798,5
1799,9
1800,9
1801,9
1802,9
1803,9
1804,9
1805,9
1806,9
1807,5
1808,9
1809,9
1810,9
1811,9
1812,9
1813,3
1814,9
1815,2
1816,9
1817,9
1818,5
1819,9
1820,5
1821,10
1822,5
1823,9
1824,3
1825,9
1826,3
1827,2
1828,3
1829,9
1830,9
1831,5
1832,9
1833,9
1834,9
1835,3
1836,9
1837,9
1838,9
1839,3
1840,9
1841,9
1842,9
1843,9
1844,9
1845,9
1846,9
1847,5
1848,9
1849,3
1850,5
1851,5
1852,9
1853,9
1854,9
1855,2
1856,9
1857,9
1858,2
1859,9
1860,9
1861,3
1862,3
1863,9
1864,3
1865,9
1866,9
1867,5
1868,3
1869,2
1870,3
1871,5
1872,9
1873,9
1874,5
1875,2
1876,9
1877,9
1878,9
1879,9
1880,9
1881,2
1882,5
1883,9
1884,9
1885,9
1886,9
1887,9
1888,9
1889,5
1890,9
1891,2
1892,2
1893,9
1894,9
1895,3
1896,9
1897,5
1898,2
1899,9
1900,9
1901,9
1902,3
1903,9
1904,9
1905,2
1906,5
1907,5
1908,3
1909,9
1910,10
1911,9
1912,9
1913,9
1914,9
1915,3
1916,2
1917,9
1918,2
1919,2
1920,5
1921,2
1922,9
1923,9
1924,9
1925,9
1926,9
1927,9
1928,9
1929,3
1930,5
1931,9
1932,9
1933,9
1934,5
1935,9
1936,2
1937,9
1938,9
1939,5
1940,9
1941,9
1942,9
1943,9
1944,9
1945,3
1946,9
1947,9
1948,9
1949,5
1950,3
1951,5
1952,9
1953,9
1954,9
1955,9
1956,9
1957,3
1958,9
1959,5
1960,9
1961,9
1962,3
1963,9
1964,5
1965,5
1966,5
1967,5
1968,9
1969,5
1970,9
1971,5
1972,2
1973,9
1974,9
1975,9
1976,9
1977,9
1978,3
1979,9
1980,5
1981,3
1982,9
1983,9
1984,3
1985,5
1986,9
1987,5
1988,9
1989,9
1990,3
1991,9
1992,5
1993,2
1994,9
1995,9
1996,9
1997,9
1998,2
1999,3
2000,5
2001,5
2002,9
2003,9
2004,9
2005,5
2006,9
2007,5
2008,9
2009,5
2010,3
2011,3
2012,2
2013,9
2014,9
2015,2
2016,9
2017,2
2018,9
2019,9
2020,9
2021,9
2022,5
2023,9
2024,9
2025,9
2026,9
2027,9
2028,9
2029,9
2030,9
2031,9
2032,9
2033,9
2034,5
2035,9
2036,5
2037,9
2038,9
2039,9
2040,9
2041,9
2042,9
2043,9
2044,5
2045,9
2046,9
2047,9
2048,9
2049,9
2050,9
2051,3
2052,3
2053,5
2054,9
2055,9
2056,2
2057,9
2058,3
2059,5
2060,9
2061,5
2062,9
2063,9
2064,9
2065,9
2066,5
2067,9
2068,9
2069,3
2070,2
2071,3
2072,5
2073,2
2074,9
2075,9
2076,5
2077,9
2078,9
2079,9
2080,3
2081,9
2082,5
2083,9
2084,9
2085,5
2086,9
2087,9
2088,9
2089,9
2090,5
2091,9
2092,9
2093,9
2094,9
2095,9
2096,2
2097,9
2098,9
2099,2
2100,9
2101,5
2102,9
2103,5
2104,5
2105,2
2106,5
2107,9
2108,9
2109,5
2110,9
2111,9
2112,9
2113,9
2114,5
2115,9
2116,9
2117,5
2118,2
2119,9
2120,9
2121,9
2122,3
2123,9
2124,2
2125,2
2126,9
2127,9
2128,9
2129,9
2130,9
2131,3
2132,9
2133,10
2134,3
2135,5
2136,9
2137,9
2138,9
2139,3
2140,9
2141,9
2142,9
2143,9
2144,9
2145,9
2146,9
2147,9
2148,9
2149,2
2150,3
2151,9
2152,9
2153,9
2154,9
2155,9
2156,5
2157,2
2158,5
2159,5
2160,9
2161,9
2162,9
2163,9
2164,9
2165,9
2166,3
2167,3
2168,9
2169,9
2170,2
2171,9
2172,9
2173,9
2174,9
2175,9
2176,2
2177,9
2178,3
2179,2
2180,9
2181,9
2182,9
2183,9
2184,9
2185,3
2186,9
2187,9
2188,5
2189,9
2190,10
2191,9
2192,5
2193,2
2194,9
2195,5
2196,9
2197,9
2198,9
2199,5
2200,9
2201,5
2202,9
2203,5
2204,9
2205,9
2206,9
2207,5
2208,2
2209,5
2210,2
2211,2
2212,9
2213,9
2214,9
2215,9
2216,9
2217,9
2218,9
2219,3
2220,9
2221,9
2222,9
2223,9
2224,5
2225,3
2226,2
2227,9
2228,9
2229,9
2230,9
2231,5
2232,9
2233,5
2234,9
2235,9
2236,9
2237,5
2238,9
2239,9
2240,9
2241,9
2242,9
2243,5
2244,9
2245,9
2246,5
2247,5
2248,5
2249,9
2250,2
2251,2
2252,9
2253,9
2254,5
2255,2
2256,5
2257,9
2258,2
2259,9
2260,9
2261,9
2262,9
2263,9
2264,9
2265,9
2266,9
2267,9
2268,9
2269,2
2270,2
2271,9
2272,10
2273,2
2274,9
2275,2
2276,9
2277,9
2278,9
2279,2
2280,5
2281,9
2282,9
2283,9
2284,9
2285,2
2286,5
2287,9
2288,9
2289,2
2290,5
2291,5
2292,9
2293,3
2294,3
2295,9
2296,9
2297,5
2298,9
2299,5
2300,9
2301,9
2302,3
2303,9
2304,9
2305,9
2306,9
2307,9
2308,2
2309,3
2310,5
2311,3
2312,5
2313,9
2314,2
2315,9
2316,5
2317,9
2318,2
2319,9
2320,5
2321,5
2322,2
2323,2
2324,5
2325,9
2326,5
2327,5
2328,9
2329,9
2330,9
2331,2
2332,9
2333,9
2334,9
2335,9
2336,9
2337,9
2338,9
2339,5
2340,3
2341,9
2342,5
2343,9
2344,9
2345,3
2346,9
2347,3
2348,5
2349,3
2350,9
2351,9
2352,9
2353,9
2354,9
2355,9
2356,5
2357,9
2358,2
2359,3
2360,9
2361,9
2362,9
2363,9
2364,9
2365,9
2366,5
2367,9
2368,9
2369,9
2370,9
2371,9
2372,9
2373,2
2374,9
2375,2
2376,9
2377,5
2378,9
2379,5
2380,9
2381,5
2382,9
2383,9
2384,9
2385,9
2386,5
2387,9
2388,3
2389,9
2390,9
2391,5
2392,9
2393,9
2394,9
2395,5
2396,9
2397,9
2398,9
2399,9
2400,5
2401,9
2402,9
2403,5
2404,9
2405,9
2406,9
2407,9
2408,9
2409,2
2410,5
2411,2
2412,2
2413,5
2414,2
2415,9
2416,9
2417,9
2418,9
2419,9
2420,5
2421,9
2422,5
2423,5
2424,9
2425,9
2426,9
2427,9
2428,9
2429,9
2430,9
2431,9
2432,5
2433,9
2434,5
2435,9
2436,5
2437,9
2438,5
2439,9
2440,5
2441,9
2442,2
2443,9
2444,9
2445,3
2446,5
2447,5
2448,5
2449,9
2450,9
2451,9
2452,9
2453,9
2454,9
2455,9
2456,3
2457,9
2458,9
2459,9
2460,9
2461,2
2462,9
2463,2
2464,2
2465,9
2466,9
2467,9
2468,9
2469,3
2470,9
2471,9
2472,9
2473,9
2474,9
2475,9
2476,9
2477,9
2478,10
2479,9
2480,9
2481,5
2482,3
2483,2
2484,2
2485,2
2486,9
2487,2
2488,2
2489,9
2490,9
2491,9
2492,5
2493,5
2494,5
2495,5
2496,9
2497,2
2498,9
2499,5
2500,9
2501,2
2502,5
2503,5
2504,2
2505,9
2506,9
2507,9
2508,9
2509,9
2510,5
2511,9
2512,9
2513,9
2514,9
2515,9
2516,9
2517,9
2518,2
2519,3
2520,2
2521,5
2522,2
2523,9
2524,9
2525,2
2526,5
2527,5
2528,9
2529,9
2530,2
2531,9
2532,9
2533,5
2534,9
2535,9
2536,3
2537,5
2538,9
2539,9
2540,9
2541,2
2542,9
2543,5
2544,2
2545,3
2546,9
2547,9
2548,9
2549,9
2550,2
2551,9
2552,2
2553,2
2554,9
2555,2
2556,2
2557,3
2558,9
2559,9
2560,5
2561,2
2562,9
2563,9
2564,9
2565,2
2566,3
2567,5
2568,2
2569,5
2570,2
2571,9
2572,9
2573,5
2574,9
2575,9
2576,5
2577,10
2578,2
2579,5
2580,9
2581,3
2582,3
2583,3
2584,9
2585,5
2586,9
2587,9
2588,3
2589,3
2590,9
2591,9
2592,9
2593,5
2594,9
2595,10
2596,2
2597,9
2598,9
2599,9
2600,9
2601,9
2602,2
2603,9
2604,9
2605,9
2606,9
2607,9
2608,9
2609,9
2610,9
2611,9
2612,9
2613,5
2614,5
2615,9
2616,2
2617,9
2618,5
2619,3
2620,2
2621,9
2622,5
2623,5
2624,9
2625,9
2626,9
2627,9
2628,9
2629,2
2630,3
2631,3
2632,9
2633,2
2634,5
2635,9
2636,9
2637,9
2638,5
2639,9
2640,2
2641,5
2642,9
2643,9
2644,9
2645,9
2646,5
2647,2
2648,9
2649,9
2650,9
2651,9
2652,9
2653,3
2654,10
2655,9
2656,9
2657,9
2658,9
2659,9
2660,9
2661,9
2662,5
2663,9
2664,9
2665,9
2666,2
2667,10
2668,9
2669,9
2670,9
2671,3
2672,9
2673,5
2674,9
2675,5
2676,2
2677,9
2678,9
2679,9
2680,9
2681,9
2682,10
2683,2
2684,9
2685,2
2686,9
2687,5
2688,5
2689,9
2690,9
2691,2
2692,9
2693,9
2694,9
2695,9
2696,5
2697,2
2698,9
2699,10
2700,9
2701,5
2702,5
2703,9
2704,9
2705,3
2706,2
2707,9
2708,9
2709,9
2710,5
2711,9
2712,9
2713,9
2714,9
2715,9
2716,9
2717,9
2718,9
2719,5
2720,9
2721,2
2722,5
2723,9
2724,9
2725,9
2726,2
2727,9
2728,2
2729,9
2730,2
2731,9
2732,9
2733,9
2734,9
2735,9
2736,9
2737,10
2738,9
2739,2
2740,9
2741,3
2742,9
2743,5
2744,9
2745,9
2746,9
2747,9
2748,5
2749,2
2750,9
2751,9
2752,5
2753,3
2754,9
2755,9
2756,9
2757,5
2758,5
2759,10
2760,2
2761,9
2762,9
2763,9
2764,9
2765,5
2766,9
2767,9
2768,10
2769,9
2770,9
2771,9
2772,9
2773,9
2774,9
2775,9
2776,5
2777,2
2778,2
2779,9
2780,5
2781,9
2782,9
2783,9
2784,9
2785,2
2786,9
2787,3
2788,9
2789,5
2790,9
2791,9
2792,5
2793,9
2794,9
2795,2
2796,9
2797,9
2798,9
2799,9
2800,9
2801,9
2802,2
2803,9
2804,9
2805,3
2806,10
2807,9
2808,5
2809,3
2810,9
2811,5
2812,9
2813,2
2814,3
2815,2
2816,9
2817,9
2818,9
2819,2
2820,5
2821,9
2822,3
2823,9
2824,9
2825,9
2826,3
2827,9
2828,3
2829,2
2830,5
2831,3
2832,9
2833,9
2834,9
2835,9
2836,9
2837,9
2838,5
2839,2
2840,9
2841,9
2842,5
2843,9
2844,9
2845,9
2846,9
2847,9
2848,5
2849,5
2850,3
2851,9
2852,9
2853,2
2854,9
2855,9
2856,5
2857,9
2858,9
2859,9
2860,9
2861,9
2862,9
2863,9
2864,9
2865,5
2866,5
2867,9
2868,9
2869,5
2870,9
2871,9
2872,5
2873,2
2874,9
2875,9
2876,5
2877,9
2878,9
2879,9
2880,9
2881,9
2882,9
2883,9
2884,9
2885,9
2886,3
2887,2
2888,9
2889,9
2890,9
2891,5
2892,5
2893,5
2894,5
2895,2
2896,9
2897,9
2898,9
2899,9
2900,9
2901,9
2902,5
2903,3
2904,9
2905,9
2906,9
2907,9
2908,9
2909,9
2910,9
2911,5
2912,5
2913,5
2914,9
2915,2
2916,2
2917,3
2918,9
2919,9
2920,9
2921,3
2922,5
2923,9
2924,2
2925,2
2926,9
2927,9
2928,9
2929,9
2930,9
2931,9
2932,2
2933,9
2934,9
2935,5
2936,9
2937,9
2938,9
2939,2
2940,9
2941,9
2942,5
2943,9
2944,9
2945,3
2946,9
2947,9
2948,9
2949,9
2950,9
2951,9
2952,9
2953,9
2954,3
2955,9
2956,5
2957,9
2958,3
2959,3
2960,5
2961,9
2962,9
2963,9
2964,9
2965,9
2966,9
2967,9
2968,9
2969,2
2970,9
2971,9
2972,9
2973,9
2974,5
2975,9
2976,5
2977,9
2978,9
2979,9
2980,9
2981,9
2982,9
2983,2
2984,9
2985,2
2986,9
2987,5
2988,9
2989,9
2990,9
2991,9
2992,5
2993,3
2994,9
2995,2
2996,3
